shipment_id,date,origin,destination,distance_km,product_category,vehicle_type,packaging_quality,avg_speed_kmph,transit_duration_hr,ambient_temp_c,humidity_pct,effective_transit_temp_c,safe_temp_min_c,safe_temp_max_c,temp_excursion_hours,base_shelf_life_hr,remaining_shelf_life_hr,spoilage_risk
6382,2024-11-22,Ludhiana,Delhi,310,Seafood,Standard Truck,Standard,50.5,11.17,22.3,55,20.2,0,4,18.08,36,3.7,High
6383,2024-06-01,Vijayawada,Chennai,440,Poultry & Meat,Insulated Non-Refrigerated,Basic,41.9,17.69,34.3,60,32.3,0,4,50.05,72,0.0,High
6384,2024-04-11,Ooty,Chennai,565,Leafy Greens,Standard Truck,Standard,44.7,20.19,30.2,58,27.0,1,4,46.39,96,0.0,High
6385,2024-07-03,Ahmedabad,Mumbai,525,Frozen Goods,Refrigerated Truck,Basic,46.8,14.01,29.8,75,17.6,-20,-12,41.46,720,639.6,Low
6386,2024-01-27,Nagpur,Hyderabad,500,Leafy Greens,Refrigerated Truck,Standard,50.3,13.03,19.1,55,8.5,1,4,5.87,96,70.7,Low
6387,2024-12-07,Pune,Bengaluru,840,Bakery,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.8,24.22,18.5,55,16.1,10,20,0.0,48,31.8,Low
6388,2024-04-21,Vijayawada,Chennai,440,Milk & Dairy,Refrigerated Truck,Basic,50.8,9.72,33.3,40,26.4,2,8,17.93,48,3.5,High
6389,2024-02-27,Pune,Bengaluru,840,Pharma (Vaccines),Refrigerated Truck,Basic,46.8,21.6,21.5,50,16.3,2,8,17.98,240,137.0,Low
6390,2024-04-30,Ooty,Chennai,565,Leafy Greens,Insulated Non-Refrigerated,Basic,45.5,14.92,31.7,40,26.1,1,4,32.95,96,1.2,High
6391,2024-11-20,Guwahati,Kolkata,1000,Frozen Goods,Standard Truck,Basic,48.1,24.91,21.4,55,19.9,-20,-12,79.56,720,653.2,Low
6392,2024-08-10,Indore,Bhopal,195,Frozen Goods,Insulated Non-Refrigerated,Standard,50.4,6.59,24.9,89,10.7,-20,-12,14.93,720,689.4,Low
6393,2024-06-15,Ooty,Chennai,565,Seafood,Insulated Non-Refrigerated,Basic,54.8,11.91,32.7,60,28.0,0,4,28.62,36,0.0,High
6394,2024-01-08,Ooty,Chennai,565,Seafood,Standard Truck,Standard,51.1,16.8,22.8,93,21.4,0,4,29.23,36,0.7,High
6395,2024-03-26,Vijayawada,Chennai,440,Pharma (Vaccines),Refrigerated Truck,Standard,38.2,19.01,27.3,45,15.6,2,8,14.5,240,166.5,Low
6396,2024-05-21,Coimbatore,Kochi,190,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,43.4,6.15,35.1,35,24.8,2,8,10.34,240,213.2,Low
6397,2024-10-26,Coimbatore,Kochi,190,Bakery,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),38.9,11.31,25.1,60,20.8,10,20,0.89,48,35.6,Low
6398,2024-03-02,Indore,Bhopal,195,Pharma (Vaccines),Refrigerated Truck,Basic,53.1,8.15,25.6,45,21.5,2,8,10.99,240,207.7,Low
6399,2024-07-21,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Basic,47.9,12.56,30.3,75,26.2,1,4,27.92,96,11.7,High
6400,2024-05-04,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Basic,38.3,16.68,35.7,35,21.2,-20,-12,55.32,720,605.6,Low
6401,2024-01-05,Indore,Bhopal,195,Milk & Dairy,Standard Truck,Standard,46.1,10.54,16.9,91,18.9,2,8,11.49,48,12.4,Medium
6402,2024-01-22,Ludhiana,Delhi,310,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,50.9,9.24,7.6,92,8.6,10,15,1.25,168,152.2,Low
6403,2024-10-24,Nagpur,Hyderabad,500,Seafood,Refrigerated Truck,Standard,51.8,15.87,27.1,60,11.9,0,4,12.47,36,0.2,High
6404,2024-12-19,Jaipur,Delhi,280,Bakery,Standard Truck,Premium (Insulated + Gel Packs),44.1,10.47,19.3,55,17.4,10,20,0.0,48,36.0,Low
6405,2024-08-31,Nashik,Mumbai,180,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),49.0,6.5,30.9,78,9.2,2,8,0.8,48,35.7,Low
6406,2024-12-18,Guwahati,Kolkata,1000,Leafy Greens,Refrigerated Truck,Standard,52.6,20.85,17.4,55,8.9,1,4,10.26,96,50.3,Low
6407,2024-11-01,Nashik,Mumbai,180,Poultry & Meat,Refrigerated Truck,Basic,48.8,9.66,23.9,55,18.1,0,4,13.62,72,11.7,Medium
6408,2024-03-20,Ahmedabad,Mumbai,525,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),52.4,16.09,25.8,45,13.6,0,4,15.45,72,6.3,High
6409,2024-07-09,Ooty,Chennai,565,Poultry & Meat,Standard Truck,Standard,48.7,13.74,29.7,75,29.3,0,4,34.77,72,5.7,High
6410,2024-02-15,Ooty,Chennai,565,Milk & Dairy,Standard Truck,Standard,40.5,19.26,20.7,50,19.2,2,8,21.66,48,0.0,High
6411,2024-05-07,Ahmedabad,Mumbai,525,Leafy Greens,Standard Truck,Standard,46.8,18.81,30.7,71,27.7,1,4,44.49,96,1.1,High
6412,2024-03-21,Ludhiana,Delhi,310,Bakery,Standard Truck,Premium (Insulated + Gel Packs),44.0,10.67,26.3,45,25.5,10,20,5.82,48,32.1,Low
6413,2024-09-12,Jaipur,Delhi,280,Leafy Greens,Refrigerated Truck,Basic,44.8,11.7,29.3,70,21.5,1,4,20.53,96,52.0,Low
6414,2024-02-16,Pune,Bengaluru,840,Milk & Dairy,Insulated Non-Refrigerated,Standard,38.3,26.32,21.5,50,17.9,2,8,26.0,48,0.0,High
6415,2024-12-17,Guwahati,Kolkata,1000,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.5,27.85,17.4,55,11.3,2,8,9.31,240,188.3,Low
6416,2024-11-12,Coimbatore,Kochi,190,Tomatoes & Produce,Standard Truck,Standard,52.6,7.62,21.1,55,22.0,10,15,5.31,168,146.9,Low
6417,2024-06-22,Ahmedabad,Mumbai,525,Leafy Greens,Refrigerated Truck,Premium (Insulated + Gel Packs),54.3,10.77,32.8,60,7.3,1,4,3.58,96,77.8,Low
6418,2024-11-16,Pune,Bengaluru,840,Bakery,Refrigerated Truck,Standard,42.1,25.51,22.5,55,19.8,10,20,0.0,48,29.6,Low
6419,2024-01-31,Jaipur,Delhi,280,Tomatoes & Produce,Refrigerated Truck,Standard,43.9,8.14,19.3,55,17.0,10,15,1.64,168,172.8,Low
6420,2024-01-31,Ahmedabad,Mumbai,525,Bakery,Standard Truck,Basic,40.8,14.36,17.8,55,15.6,10,20,0.0,48,36.6,Low
6421,2024-07-01,Kolkata,Patna,585,Bakery,Refrigerated Truck,Basic,44.0,20.45,31.8,75,28.5,10,20,17.37,48,0.0,High
6422,2024-11-26,Jaipur,Delhi,280,Frozen Goods,Insulated Non-Refrigerated,Standard,54.3,12.52,23.3,55,11.9,-20,-12,29.87,720,652.5,Low
6423,2024-03-19,Guwahati,Kolkata,1000,Seafood,Refrigerated Truck,Basic,45.0,28.03,25.4,45,19.3,0,4,42.77,36,0.2,High
6424,2024-12-25,Coimbatore,Kochi,190,Milk & Dairy,Refrigerated Truck,Standard,42.1,8.68,17.1,55,9.3,2,8,1.11,48,35.1,Low
6425,2024-10-01,Ludhiana,Delhi,310,Leafy Greens,Standard Truck,Standard,40.8,14.85,26.3,60,24.7,1,4,30.79,96,19.5,Medium
6426,2024-02-24,Coimbatore,Kochi,190,Seafood,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),49.3,8.42,20.1,50,12.0,0,4,6.73,36,12.7,Medium
6427,2024-03-05,Ahmedabad,Mumbai,525,Milk & Dairy,Standard Truck,Standard,40.8,19.31,25.8,45,21.7,2,8,26.46,48,2.7,High
6428,2024-09-06,Indore,Bhopal,195,Frozen Goods,Insulated Non-Refrigerated,Standard,53.6,10.0,27.6,70,16.6,-20,-12,28.62,720,679.5,Low
6429,2024-04-29,Indore,Bhopal,195,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),48.1,11.0,31.6,40,27.0,2,8,20.9,240,166.3,Low
6430,2024-06-11,Indore,Bhopal,195,Frozen Goods,Insulated Non-Refrigerated,Standard,45.8,11.12,32.6,60,14.2,-20,-12,29.18,720,615.6,Low
6431,2024-10-12,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Standard,41.4,16.89,26.6,75,23.1,2,8,25.42,240,138.9,Low
6432,2024-11-26,Guwahati,Kolkata,1000,Poultry & Meat,Standard Truck,Basic,38.7,27.7,21.4,55,18.6,0,4,40.47,72,0.0,High
6433,2024-06-26,Pune,Bengaluru,840,Pharma (Vaccines),Refrigerated Truck,Basic,53.9,16.76,33.5,60,28.0,2,8,33.45,240,74.2,Medium
6434,2024-08-12,Nashik,Mumbai,180,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),49.4,11.41,30.9,78,20.2,10,15,5.97,168,151.3,Low
6435,2024-04-08,Ahmedabad,Mumbai,525,Bakery,Insulated Non-Refrigerated,Basic,52.6,11.58,31.8,40,29.8,10,20,11.35,48,29.7,Low
6436,2024-01-11,Kolkata,Patna,585,Pharma (Vaccines),Standard Truck,Basic,49.3,13.6,19.8,55,20.0,2,8,16.27,240,209.1,Low
6437,2024-12-18,Vijayawada,Chennai,440,Frozen Goods,Insulated Non-Refrigerated,Standard,49.1,12.25,19.3,55,6.7,-20,-12,22.87,720,633.1,Low
6438,2024-07-12,Ahmedabad,Mumbai,525,Pharma (Vaccines),Insulated Non-Refrigerated,Basic,44.7,15.36,29.8,75,26.3,2,8,28.08,240,130.2,Low
6439,2024-07-02,Jaipur,Delhi,280,Poultry & Meat,Standard Truck,Basic,53.5,10.66,31.3,75,30.8,0,4,28.53,72,0.0,High
6440,2024-03-09,Kolkata,Patna,585,Frozen Goods,Standard Truck,Basic,50.7,13.46,27.8,45,25.2,-20,-12,50.07,720,629.9,Low
6441,2024-05-08,Pune,Bengaluru,840,Poultry & Meat,Standard Truck,Basic,51.1,22.98,36.5,35,35.3,0,4,71.85,72,2.8,High
6442,2024-01-21,Kolkata,Patna,585,Milk & Dairy,Standard Truck,Premium (Insulated + Gel Packs),50.0,16.75,19.8,55,17.8,2,8,16.39,48,0.0,High
6443,2024-09-05,Nashik,Mumbai,180,Frozen Goods,Refrigerated Truck,Standard,49.7,6.81,29.9,70,5.5,-20,-12,11.93,720,621.5,Low
6444,2024-12-27,Guwahati,Kolkata,1000,Milk & Dairy,Insulated Non-Refrigerated,Standard,40.0,27.53,17.4,55,14.8,2,8,18.66,48,2.2,High
6445,2024-08-12,Vijayawada,Chennai,440,Pharma (Vaccines),Refrigerated Truck,Premium (Insulated + Gel Packs),38.0,19.55,30.3,78,10.5,2,8,4.95,240,213.9,Low
6446,2024-10-13,Guwahati,Kolkata,1000,Poultry & Meat,Refrigerated Truck,Premium (Insulated + Gel Packs),51.6,27.22,25.4,60,7.3,0,4,8.97,72,23.9,Medium
6447,2024-05-30,Coimbatore,Kochi,190,Frozen Goods,Refrigerated Truck,Basic,44.2,8.68,22.2,95,12.1,-20,-12,20.92,720,695.9,Low
6448,2024-10-04,Nashik,Mumbai,180,Bakery,Insulated Non-Refrigerated,Standard,46.1,7.08,27.9,60,25.3,10,20,3.78,48,35.8,Low
6449,2024-12-22,Indore,Bhopal,195,Seafood,Refrigerated Truck,Standard,52.3,5.09,17.6,55,9.1,0,4,2.6,36,21.7,Low
6450,2024-09-07,Ahmedabad,Mumbai,525,Seafood,Refrigerated Truck,Standard,53.2,13.93,27.7,84,13.0,0,4,12.53,36,0.0,High
6451,2024-04-07,Pune,Bengaluru,840,Pharma (Vaccines),Insulated Non-Refrigerated,Standard,43.0,23.51,32.7,36,23.9,2,8,37.32,240,181.1,Low
6452,2024-10-17,Vijayawada,Chennai,440,Milk & Dairy,Insulated Non-Refrigerated,Standard,48.8,14.1,27.3,60,19.6,2,8,16.28,48,0.0,High
6453,2024-04-05,Nashik,Mumbai,180,Bakery,Refrigerated Truck,Premium (Insulated + Gel Packs),44.7,6.55,33.9,40,20.5,10,20,0.33,48,40.6,Low
6454,2024-10-05,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Basic,44.9,14.41,26.3,60,24.3,1,4,29.24,96,3.7,High
6455,2024-06-27,Ahmedabad,Mumbai,525,Seafood,Refrigerated Truck,Basic,43.8,13.48,32.8,60,25.1,0,4,28.48,36,0.1,High
6456,2024-06-14,Ludhiana,Delhi,310,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),54.3,12.28,33.3,60,9.9,2,8,2.34,48,32.2,Low
6457,2024-08-27,Vijayawada,Chennai,440,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,45.9,13.34,30.3,78,23.6,10,15,11.48,168,119.2,Low
6458,2024-05-20,Indore,Bhopal,195,Bakery,Insulated Non-Refrigerated,Standard,45.6,11.59,35.6,35,29.7,10,20,11.2,48,19.0,Medium
6459,2024-11-02,Pune,Bengaluru,840,Poultry & Meat,Standard Truck,Standard,38.3,29.37,22.5,55,18.1,0,4,41.56,72,2.4,High
6460,2024-10-10,Jaipur,Delhi,280,Pharma (Vaccines),Refrigerated Truck,Basic,42.8,8.16,26.5,61,19.1,2,8,9.06,240,186.1,Low
6461,2024-03-23,Ahmedabad,Mumbai,525,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),45.7,15.7,25.8,45,22.9,2,8,23.4,240,103.8,Low
6462,2024-02-05,Nagpur,Hyderabad,500,Bakery,Refrigerated Truck,Basic,40.4,18.23,22.1,50,19.7,10,20,0.0,48,40.5,Low
6463,2024-09-28,Guwahati,Kolkata,1000,Bakery,Refrigerated Truck,Standard,51.6,22.67,27.4,70,19.8,10,20,0.0,48,26.7,Low
6464,2024-03-20,Nagpur,Hyderabad,500,Milk & Dairy,Standard Truck,Basic,51.6,16.87,27.1,45,27.0,2,8,32.08,48,1.1,High
6465,2024-08-18,Ludhiana,Delhi,310,Leafy Greens,Refrigerated Truck,Premium (Insulated + Gel Packs),43.9,10.47,29.3,78,5.1,1,4,1.11,96,77.6,Low
6466,2024-05-31,Nagpur,Hyderabad,500,Bakery,Insulated Non-Refrigerated,Standard,40.6,17.79,37.1,35,31.4,10,20,20.32,48,5.9,High
6467,2024-05-14,Indore,Bhopal,195,Leafy Greens,Insulated Non-Refrigerated,Standard,51.7,6.84,31.1,37,25.5,1,4,14.72,96,43.4,Low
6468,2024-10-04,Ooty,Chennai,565,Pharma (Vaccines),Refrigerated Truck,Standard,44.9,17.88,27.2,76,16.7,2,8,15.6,240,163.8,Low
6469,2024-07-06,Guwahati,Kolkata,1000,Bakery,Insulated Non-Refrigerated,Standard,49.4,26.48,29.4,75,24.8,10,20,12.74,48,0.8,High
6470,2024-08-20,Pune,Bengaluru,840,Seafood,Standard Truck,Basic,38.5,29.75,29.5,78,27.3,0,4,69.33,36,1.8,High
6471,2024-01-01,Nashik,Mumbai,180,Pharma (Vaccines),Refrigerated Truck,Standard,54.4,8.59,25.2,54,14.4,2,8,5.5,240,208.7,Low
6472,2024-11-22,Kolkata,Patna,585,Bakery,Standard Truck,Standard,45.8,19.19,23.8,55,21.1,10,20,2.09,48,37.0,Low
6473,2024-09-16,Vijayawada,Chennai,440,Bakery,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),43.1,14.98,29.3,70,21.8,10,20,2.76,48,31.4,Low
6474,2024-07-13,Kolkata,Patna,585,Milk & Dairy,Standard Truck,Basic,38.9,18.45,28.2,87,28.3,2,8,37.39,48,1.2,High
6475,2024-04-04,Jaipur,Delhi,280,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),54.4,11.38,33.3,40,21.8,10,15,7.76,168,150.8,Low
6476,2024-01-10,Coimbatore,Kochi,190,Milk & Dairy,Standard Truck,Basic,46.7,9.82,17.1,55,15.2,2,8,7.11,48,21.1,Low
6477,2024-11-13,Coimbatore,Kochi,190,Frozen Goods,Insulated Non-Refrigerated,Standard,43.0,11.01,21.1,55,10.4,-20,-12,24.67,720,697.7,Low
6478,2024-07-05,Coimbatore,Kochi,190,Leafy Greens,Insulated Non-Refrigerated,Basic,39.1,7.09,29.1,75,24.3,1,4,14.42,96,52.7,Low
6479,2024-11-13,Indore,Bhopal,195,Leafy Greens,Standard Truck,Standard,43.8,11.23,21.6,55,19.2,1,4,17.03,96,52.7,Low
6480,2024-05-02,Pune,Bengaluru,840,Pharma (Vaccines),Standard Truck,Basic,43.0,24.75,36.5,35,35.7,2,8,68.44,240,57.4,Medium
6481,2024-06-13,Guwahati,Kolkata,1000,Leafy Greens,Refrigerated Truck,Standard,46.9,23.33,32.4,60,15.0,1,4,25.62,96,37.3,Medium
6482,2024-02-02,Ludhiana,Delhi,310,Frozen Goods,Insulated Non-Refrigerated,Standard,50.1,12.53,21.3,50,11.0,-20,-12,28.78,720,657.8,Low
6483,2024-12-03,Ludhiana,Delhi,310,Leafy Greens,Insulated Non-Refrigerated,Basic,43.0,8.7,18.3,55,18.0,1,4,12.22,96,66.5,Low
6484,2024-10-02,Pune,Bengaluru,840,Bakery,Insulated Non-Refrigerated,Standard,48.9,22.25,26.5,60,21.9,10,20,4.3,48,19.7,Low
6485,2024-07-17,Nashik,Mumbai,180,Frozen Goods,Standard Truck,Standard,54.4,8.49,31.9,75,27.1,-20,-12,33.15,720,693.7,Low
6486,2024-04-07,Nashik,Mumbai,180,Bakery,Insulated Non-Refrigerated,Basic,46.5,6.78,30.9,28,29.4,10,20,6.41,48,33.6,Low
6487,2024-09-25,Jaipur,Delhi,280,Pharma (Vaccines),Standard Truck,Standard,52.2,7.34,29.3,70,25.5,2,8,12.84,240,223.1,Low
6488,2024-12-15,Nashik,Mumbai,180,Pharma (Vaccines),Refrigerated Truck,Standard,39.3,8.44,24.2,36,12.5,2,8,3.78,240,212.4,Low
6489,2024-09-11,Coimbatore,Kochi,190,Seafood,Standard Truck,Standard,53.2,6.93,27.1,70,26.7,0,4,15.72,36,0.0,High
6490,2024-10-09,Ludhiana,Delhi,310,Bakery,Insulated Non-Refrigerated,Standard,46.6,9.26,26.3,60,23.7,10,20,3.46,48,29.1,Low
6491,2024-03-19,Pune,Bengaluru,840,Milk & Dairy,Refrigerated Truck,Standard,39.5,28.38,30.6,24,16.9,2,8,25.27,48,0.0,High
6492,2024-11-09,Kolkata,Patna,585,Bakery,Refrigerated Truck,Basic,43.7,20.58,23.8,55,21.8,10,20,3.76,48,35.3,Low
6493,2024-05-24,Kolkata,Patna,585,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),53.4,12.61,37.8,35,24.3,0,4,25.56,72,0.0,High
6494,2024-06-14,Ludhiana,Delhi,310,Poultry & Meat,Insulated Non-Refrigerated,Standard,47.6,12.48,33.3,60,24.7,0,4,25.84,72,2.9,High
6495,2024-07-28,Indore,Bhopal,195,Milk & Dairy,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),42.4,11.43,29.6,75,18.9,2,8,12.45,48,2.7,High
6496,2024-11-24,Coimbatore,Kochi,190,Seafood,Standard Truck,Basic,41.1,9.52,21.3,78,19.8,0,4,15.07,36,0.0,High
6497,2024-06-13,Ludhiana,Delhi,310,Seafood,Standard Truck,Premium (Insulated + Gel Packs),53.0,8.33,33.3,60,26.5,0,4,18.77,36,0.0,High
6498,2024-02-26,Coimbatore,Kochi,190,Frozen Goods,Standard Truck,Standard,41.9,10.19,20.1,50,14.0,-20,-12,26.54,720,674.6,Low
6499,2024-02-19,Ludhiana,Delhi,310,Poultry & Meat,Standard Truck,Basic,43.3,11.7,21.3,50,20.3,0,4,19.06,72,8.1,High
6500,2024-09-24,Indore,Bhopal,195,Frozen Goods,Standard Truck,Standard,42.6,6.15,27.6,70,22.5,-20,-12,21.23,720,676.5,Low
6501,2024-12-03,Nashik,Mumbai,180,Seafood,Standard Truck,Basic,43.7,11.86,19.9,55,19.4,0,4,18.23,36,0.0,High
6502,2024-02-04,Nashik,Mumbai,180,Bakery,Insulated Non-Refrigerated,Standard,54.5,9.92,22.9,50,19.7,10,20,0.0,48,37.2,Low
6503,2024-01-23,Nashik,Mumbai,180,Frozen Goods,Refrigerated Truck,Standard,54.9,8.43,19.9,55,2.0,-20,-12,11.77,720,678.8,Low
6504,2024-03-07,Nashik,Mumbai,180,Leafy Greens,Standard Truck,Premium (Insulated + Gel Packs),54.1,8.19,27.9,45,23.7,1,4,16.1,96,52.6,Low
6505,2024-04-01,Jaipur,Delhi,280,Milk & Dairy,Standard Truck,Standard,54.3,10.09,33.3,40,30.6,2,8,22.86,48,0.3,High
6506,2024-01-17,Guwahati,Kolkata,1000,Pharma (Vaccines),Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),38.3,28.77,17.4,55,12.1,2,8,11.79,240,131.9,Low
6507,2024-04-13,Guwahati,Kolkata,1000,Tomatoes & Produce,Standard Truck,Standard,49.9,22.5,31.4,40,29.5,10,15,32.55,168,98.2,Low
6508,2024-02-24,Ahmedabad,Mumbai,525,Frozen Goods,Refrigerated Truck,Premium (Insulated + Gel Packs),51.8,12.68,20.8,50,-8.8,-20,-12,4.11,720,687.4,Low
6509,2024-09-05,Pune,Bengaluru,840,Milk & Dairy,Insulated Non-Refrigerated,Standard,51.2,22.95,25.1,80,19.3,2,8,26.0,48,3.2,High
6510,2024-04-08,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Basic,46.4,17.34,31.7,40,20.0,-20,-12,55.58,720,690.5,Low
6511,2024-02-20,Nashik,Mumbai,180,Tomatoes & Produce,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),46.9,4.9,22.9,50,17.0,10,15,0.99,168,148.4,Low
6512,2024-01-17,Nagpur,Hyderabad,500,Milk & Dairy,Refrigerated Truck,Basic,38.4,17.4,19.1,55,15.1,2,8,12.43,48,12.5,Medium
6513,2024-10-19,Jaipur,Delhi,280,Frozen Goods,Refrigerated Truck,Standard,41.5,14.37,27.3,60,3.0,-20,-12,21.56,720,692.6,Low
6514,2024-11-24,Kolkata,Patna,585,Milk & Dairy,Refrigerated Truck,Premium (Insulated + Gel Packs),48.9,13.84,23.8,55,8.6,2,8,0.77,48,32.6,Low
6515,2024-07-17,Ooty,Chennai,565,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,51.6,18.35,29.7,75,26.9,10,15,21.75,168,130.9,Low
6516,2024-12-02,Vijayawada,Chennai,440,Pharma (Vaccines),Standard Truck,Premium (Insulated + Gel Packs),45.2,15.78,19.3,55,16.9,2,8,14.01,240,173.0,Low
6517,2024-09-07,Nashik,Mumbai,180,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),45.7,10.56,29.9,70,18.4,0,4,15.16,72,32.7,Low
6518,2024-09-26,Vijayawada,Chennai,440,Milk & Dairy,Insulated Non-Refrigerated,Basic,45.0,14.62,29.3,70,25.5,2,8,25.61,48,0.0,High
6519,2024-11-15,Nashik,Mumbai,180,Frozen Goods,Refrigerated Truck,Standard,45.9,7.32,23.9,55,0.5,-20,-12,9.14,720,702.0,Low
6520,2024-12-25,Coimbatore,Kochi,190,Seafood,Standard Truck,Standard,52.4,5.76,17.1,55,14.9,0,4,6.29,36,19.3,Low
6521,2024-10-29,Coimbatore,Kochi,190,Bakery,Standard Truck,Standard,54.5,4.95,25.1,60,23.8,10,20,1.9,48,34.7,Low
6522,2024-05-11,Indore,Bhopal,195,Tomatoes & Produce,Refrigerated Truck,Basic,44.2,11.83,35.6,35,28.4,10,15,15.83,168,125.4,Low
6523,2024-01-26,Jaipur,Delhi,280,Frozen Goods,Refrigerated Truck,Basic,50.9,12.05,12.9,81,5.4,-20,-12,20.96,720,649.3,Low
6524,2024-07-06,Kolkata,Patna,585,Leafy Greens,Insulated Non-Refrigerated,Standard,42.5,15.08,31.8,75,23.0,1,4,28.61,96,32.3,Medium
6525,2024-04-23,Jaipur,Delhi,280,Seafood,Standard Truck,Basic,44.5,11.36,33.3,40,32.2,0,4,32.01,36,1.5,High
6526,2024-11-06,Ahmedabad,Mumbai,525,Poultry & Meat,Standard Truck,Standard,52.9,16.96,28.4,50,25.7,0,4,36.82,72,0.0,High
6527,2024-02-06,Ooty,Chennai,565,Frozen Goods,Refrigerated Truck,Standard,46.5,15.65,25.5,66,2.6,-20,-12,22.86,720,688.4,Low
6528,2024-01-07,Jaipur,Delhi,280,Bakery,Insulated Non-Refrigerated,Basic,45.1,7.25,19.3,55,18.7,10,20,0.0,48,45.6,Low
6529,2024-04-16,Indore,Bhopal,195,Leafy Greens,Refrigerated Truck,Standard,39.8,12.69,31.6,40,16.8,1,4,16.2,96,33.8,Medium
6530,2024-12-01,Nashik,Mumbai,180,Seafood,Refrigerated Truck,Standard,50.2,6.03,25.7,48,13.5,0,4,5.74,36,12.0,Medium
6531,2024-09-08,Guwahati,Kolkata,1000,Pharma (Vaccines),Standard Truck,Basic,38.2,30.41,27.4,70,28.9,2,8,63.41,240,19.0,High
6532,2024-02-10,Guwahati,Kolkata,1000,Frozen Goods,Standard Truck,Standard,38.4,30.8,20.4,50,17.4,-20,-12,90.53,720,619.4,Low
6533,2024-08-27,Indore,Bhopal,195,Bakery,Insulated Non-Refrigerated,Standard,53.5,5.94,28.6,78,25.3,10,20,3.17,48,39.6,Low
6534,2024-11-23,Kolkata,Patna,585,Milk & Dairy,Standard Truck,Basic,38.6,23.06,23.8,55,20.3,2,8,28.3,48,2.6,High
6535,2024-02-01,Indore,Bhopal,195,Poultry & Meat,Insulated Non-Refrigerated,Premium (Insulated + Gel Packs),39.0,6.52,20.6,50,10.1,0,4,3.99,72,58.8,Low
6536,2024-07-03,Vijayawada,Chennai,440,Frozen Goods,Standard Truck,Standard,52.3,11.39,31.3,75,27.6,-20,-12,45.1,720,663.3,Low
6537,2024-10-12,Nagpur,Hyderabad,500,Poultry & Meat,Refrigerated Truck,Basic,46.3,17.6,27.1,60,20.8,0,4,29.51,72,0.0,High
6538,2024-07-31,Nashik,Mumbai,180,Seafood,Standard Truck,Premium (Insulated + Gel Packs),44.2,5.65,31.9,75,27.0,0,4,13.01,36,3.7,High
6539,2024-07-07,Ahmedabad,Mumbai,525,Frozen Goods,Refrigerated Truck,Standard,38.7,19.84,29.8,75,2.6,-20,-12,28.95,720,641.7,Low
6540,2024-12-28,Vijayawada,Chennai,440,Seafood,Insulated Non-Refrigerated,Standard,49.1,14.26,19.3,55,15.2,0,4,16.02,36,0.0,High
6541,2024-01-30,Indore,Bhopal,195,Leafy Greens,Standard Truck,Standard,38.4,9.08,18.6,59,18.3,1,4,12.94,96,48.8,Low
6542,2024-11-11,Vijayawada,Chennai,440,Tomatoes & Produce,Insulated Non-Refrigerated,Standard,45.9,12.26,23.3,55,19.3,10,15,5.23,168,139.4,Low
6543,2024-05-16,Kolkata,Patna,585,Poultry & Meat,Insulated Non-Refrigerated,Basic,42.0,15.71,37.8,35,32.6,0,4,44.97,72,2.9,High
6544,2024-09-27,Jaipur,Delhi,280,Bakery,Standard Truck,Standard,39.2,9.72,29.3,70,30.2,10,20,9.96,48,27.4,Low
6545,2024-01-21,Guwahati,Kolkata,1000,Tomatoes & Produce,Insulated Non-Refrigerated,Basic,45.5,24.74,17.4,55,16.3,10,15,3.33,168,140.4,Low
6546,2024-02-06,Ooty,Chennai,565,Tomatoes & Produce,Refrigerated Truck,Standard,47.9,16.17,25.5,66,18.4,10,15,5.42,168,157.7,Low
6547,2024-06-04,Ludhiana,Delhi,310,Seafood,Insulated Non-Refrigerated,Standard,44.8,13.09,33.3,60,23.9,0,4,26.1,36,0.0,High
